player_id,active_days,total_recharge,total_profit,total_bet,burn_per_day,loss_pct,first_active,last_active,vip_level,lifetime_recharge,lifetime_withdraw,pr_group
42894468,4,12200.00,-7369.00,36003.00,1842.25,60.4,2026-01-07,2026-01-17,0,0.00,0.00,PR95+_fastest
43986725,2,5000.00,-3680.40,25777.00,1840.20,73.6,2026-01-23,2026-01-24,0,0.00,0.00,PR95+_fastest
74657400,3,1100.00,-5512.95,16117.40,1837.65,501.2,2026-01-08,2026-01-24,0,0.00,0.00,PR95+_fastest
51939870,1,1000.00,-1831.48,15438.00,1831.48,183.1,2026-01-29,2026-01-29,0,0.00,0.00,PR95+_fastest
33769880,1,1000.00,-1828.20,7653.00,1828.20,182.8,2026-01-05,2026-01-05,0,0.00,0.00,PR95+_fastest
15089030,2,5600.00,-3644.53,38025.00,1822.27,65.1,2026-01-10,2026-01-11,0,0.00,0.00,PR95+_fastest
16483487,1,500.00,-1819.48,6937.85,1819.48,363.9,2026-01-22,2026-01-22,0,0.00,0.00,PR95+_fastest
55387646,3,1000.00,-5457.08,41579.00,1819.03,545.7,2026-01-04,2026-01-06,0,0.00,0.00,PR95+_fastest
97728454,8,4000.00,-14518.20,22538.00,1814.78,363.0,2026-01-01,2026-01-25,0,0.00,0.00,PR95+_fastest
98187733,2,3500.00,-3613.20,84808.00,1806.60,103.2,2026-01-08,2026-01-29,0,0.00,0.00,PR95+_fastest
61188158,10,23000.00,-18047.73,268323.50,1804.77,78.5,2026-01-15,2026-01-31,0,0.00,0.00,PR95+_fastest
20386163,1,700.00,-1804.48,6207.00,1804.48,257.8,2026-01-03,2026-01-03,0,0.00,0.00,PR95+_fastest
48663825,1,200.00,-1800.70,6226.00,1800.70,900.4,2026-01-04,2026-01-04,0,0.00,0.00,PR95+_fastest
82537616,2,200.00,-3598.80,7112.00,1799.40,1799.4,2026-01-18,2026-01-23,0,0.00,0.00,PR95+_fastest
22101525,2,1000.00,-3577.07,34280.00,1788.54,357.7,2026-01-11,2026-01-12,0,0.00,0.00,PR95+_fastest
30968189,8,81700.00,-14144.97,254957.00,1768.12,17.3,2026-01-23,2026-01-31,0,0.00,0.00,PR95+_fastest
74783570,1,1000.00,-1763.25,4294.00,1763.25,176.3,2026-01-12,2026-01-12,0,0.00,0.00,PR95+_fastest
30416423,1,1000.00,-1749.05,1930.50,1749.05,174.9,2026-01-29,2026-01-29,0,0.00,0.00,PR95+_fastest
31919399,9,8004.00,-15640.00,105938.00,1737.78,195.4,2026-01-02,2026-01-28,0,0.00,0.00,PR95+_fastest
68097600,6,3200.00,-10421.40,67590.00,1736.90,325.7,2026-01-11,2026-01-27,0,0.00,0.00,PR95+_fastest
98957300,1,2000.00,-1736.04,12472.00,1736.04,86.8,2026-01-17,2026-01-17,0,0.00,0.00,PR95+_fastest
12192382,5,4000.00,-8676.00,40443.00,1735.20,216.9,2026-01-01,2026-01-31,0,0.00,0.00,PR95+_fastest
22240371,5,500.00,-8655.09,65676.40,1731.02,1731.0,2026-01-14,2026-01-28,0,0.00,0.00,PR95+_fastest
41261374,3,2500.00,-5181.07,14702.00,1727.02,207.2,2026-01-16,2026-01-23,0,0.00,0.00,PR95+_fastest
21560911,2,815.00,-3438.70,3402.00,1719.35,421.9,2026-01-08,2026-01-14,0,0.00,0.00,PR95+_fastest
23747742,1,300.00,-1715.75,6152.00,1715.75,571.9,2026-01-14,2026-01-14,0,0.00,0.00,PR95+_fastest
68628235,1,500.00,-1714.21,1045.00,1714.21,342.8,2026-01-24,2026-01-24,0,0.00,0.00,PR95+_fastest
96745258,1,800.00,-1714.00,2699.00,1714.00,214.3,2026-01-08,2026-01-08,0,0.00,0.00,PR95+_fastest
75764008,15,17300.00,-25664.45,358305.25,1710.96,148.3,2026-01-01,2026-01-20,0,0.00,0.00,PR95+_fastest
21437831,1,500.00,-1708.06,7488.20,1708.06,341.6,2026-01-16,2026-01-16,0,0.00,0.00,PR95+_fastest
56365540,1,1000.00,-1702.70,12119.59,1702.70,170.3,2026-01-09,2026-01-09,0,0.00,0.00,PR95+_fastest
35188468,3,700.00,-5105.25,13843.00,1701.75,729.3,2026-01-12,2026-01-23,0,0.00,0.00,PR95+_fastest
43549379,3,3000.00,-5090.35,5960.90,1696.78,169.7,2026-01-05,2026-01-23,0,0.00,0.00,PR95+_fastest
94845258,4,3100.00,-6776.30,11531.00,1694.08,218.6,2026-01-16,2026-01-23,0,0.00,0.00,PR95+_fastest
36395214,1,500.00,-1683.60,3286.50,1683.60,336.7,2026-01-16,2026-01-16,0,0.00,0.00,PR95+_fastest
95405330,1,314.00,-1680.35,6555.75,1680.35,535.1,2026-01-07,2026-01-07,0,0.00,0.00,PR95+_fastest
54488209,5,3300.00,-8375.94,60001.50,1675.19,253.8,2026-01-14,2026-01-23,0,0.00,0.00,PR95+_fastest
12124531,1,1633.00,-1665.50,7669.00,1665.50,102.0,2026-01-15,2026-01-15,0,0.00,0.00,PR95+_fastest
86815902,3,2000.00,-4977.50,7782.10,1659.17,248.9,2026-01-14,2026-01-24,0,0.00,0.00,PR95+_fastest
36831917,3,2000.00,-4976.68,7440.00,1658.89,248.8,2026-01-15,2026-01-22,0,0.00,0.00,PR95+_fastest
30891651,2,1000.00,-3316.12,7899.00,1658.06,331.6,2026-01-12,2026-01-13,0,0.00,0.00,PR95+_fastest
60704333,1,100.00,-1648.25,7132.60,1648.25,1648.3,2026-01-25,2026-01-25,0,0.00,0.00,PR95+_fastest
93586180,3,5000.00,-4923.52,10985.87,1641.17,98.5,2026-01-01,2026-01-15,0,0.00,0.00,PR95+_fastest
95903969,24,252600.00,-39295.72,2135919.80,1637.32,15.6,2026-01-01,2026-01-30,0,0.00,0.00,PR95+_fastest
63808824,2,3200.00,-3268.91,14930.50,1634.46,102.2,2026-01-23,2026-01-29,0,0.00,0.00,PR95+_fastest
79571201,6,500.00,-9803.99,1084150.00,1634.00,1960.8,2026-01-01,2026-01-22,0,0.00,0.00,PR95+_fastest
57229991,1,500.00,-1629.88,22463.00,1629.88,326.0,2026-01-18,2026-01-18,0,0.00,0.00,PR95+_fastest
68334592,3,1000.00,-4877.25,45939.00,1625.75,487.7,2026-01-29,2026-01-31,0,0.00,0.00,PR95+_fastest
47075623,3,500.00,-4868.89,42016.50,1622.96,973.8,2026-01-03,2026-01-18,0,0.00,0.00,PR95+_fastest
40526597,7,6000.00,-11279.37,19596.00,1611.34,188.0,2026-01-06,2026-01-28,0,0.00,0.00,PR95+_fastest
47985230,3,3500.00,-4816.10,25536.00,1605.37,137.6,2026-01-03,2026-01-14,0,0.00,0.00,PR95+_fastest
81413203,1,200.00,-1602.16,12796.00,1602.16,801.1,2026-01-01,2026-01-01,0,0.00,0.00,PR95+_fastest
26514386,2,10000.00,-3199.55,53759.05,1599.78,32.0,2026-01-03,2026-01-04,0,0.00,0.00,PR95+_fastest
56035330,1,6000.00,-1592.50,12680.00,1592.50,26.5,2026-01-13,2026-01-13,0,0.00,0.00,PR95+_fastest
40944563,1,5000.00,-1586.80,7880.00,1586.80,31.7,2026-01-07,2026-01-07,0,0.00,0.00,PR95+_fastest
71002950,1,500.00,-1585.40,23700.60,1585.40,317.1,2026-01-12,2026-01-12,0,0.00,0.00,PR95+_fastest
24001808,1,500.00,-1580.45,3972.00,1580.45,316.1,2026-01-23,2026-01-23,0,0.00,0.00,PR95+_fastest
